53.8939,46.0013
54.2684,46.3757
54.5569,46.7127
54.1805,46.0855
54.0742,46.0503
53.8286,45.8801
53.508,45.6555
53.0136,45.2412
52.4288,44.7398
51.5866,43.5284
50.9489,42.9872
50.3804,42.522
49.6684,41.9158
48.9583,41.3166
48.2698,40.7419
47.6211,40.2074
47.028,39.7265
46.0566,38.96
45.4641,38.0296
45.0861,37.7409
44.7908,37.5297
44.5772,37.3953
44.4416,37.3347
44.3791,37.3438
44.0558,37.0396
44.1339,37.1917
44.265,37.3964
44.444,37.6482
44.666,37.9425
44.3215,37.3535
44.5379,37.6501
44.7785,37.9717
45.0404,38.3156
45.3209,38.6796
46.2327,39.167
46.5488,39.5699
46.8813,39.9931
47.2301,40.4368
47.5951,40.9013
47.9762,41.3875
48.3737,41.896
48.7877,42.4278
49.2187,42.9835
49.6667,43.5636
43.8628,37.8468
48.5144,42.6677
48.8477,43.1499
49.1942,43.6527
49.5551,44.1758
49.931,44.7186
50.3221,45.2795
50.7284,45.8569
51.1491,46.4484
51.5833,47.0516
52.0294,47.6638
52.486,48.2822
52.9513,48.9041
53.4234,49.5269
53.9005,50.1483
54.3808,50.7662
54.8628,51.3787
50.2138,47.441
50.8139,48.1845
51.4115,48.9171
52.0043,49.6366
52.5902,50.3413
53.1674,51.0299
53.7346,51.7015
31.75,29.7839
31.5145,29.618
31.2793,29.4478
31.0446,29.2741
30.8109,29.0973
30.5786,28.918
30.3481,28.7367
30.1196,28.5539
29.8936,28.3699
29.6701,28.1852
29.4495,28.0001
29.2318,27.8148
29.0173,27.6297
28.806,27.4448
28.598,27.2605
24.4649,23.7486
24.3359,23.6671
24.2113,23.5873
24.0911,23.5091
23.975,23.4326
23.863,23.3578
23.7549,23.2847
23.6505,23.2131
23.5497,23.1429
23.4523,23.0741
23.3579,23.0065
23.2665,22.94
23.1777,22.8742
23.0914,22.8091
23.0072,22.7445
22.9248,22.68
22.8442,22.6154
