-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
-0.25,-0.214286,-0.178571,-0.142857,-0.107143,-0.0714286,-0.0357143,0,0.0357143,0.0714286,0.107143,0.142857,0.178571,0.214286,0.25
