0.792425,0.831644,0.797109,0.714618,0.628634,0.574868,0.546328,0.504093,0.43798,0.375563,0.332756,0.302044,0.278133,0.27723,0.289363
0.804839,0.852585,0.832309,0.766435,0.693056,0.642832,0.613329,0.576869,0.52417,0.472276,0.431275,0.395955,0.362803,0.342649,0.329273
0.764792,0.820656,0.821219,0.783002,0.733467,0.694713,0.668911,0.642457,0.607911,0.570018,0.532134,0.492138,0.448477,0.403794,0.357248
0.705629,0.768981,0.792178,0.78571,0.766813,0.749056,0.735261,0.719596,0.696646,0.665531,0.626888,0.581098,0.528865,0.471271,0.408952
0.660604,0.730404,0.772876,0.793773,0.802628,0.806411,0.806156,0.798418,0.779478,0.748055,0.705216,0.653414,0.595423,0.532773,0.464713
0.648884,0.723388,0.778207,0.816227,0.842352,0.859542,0.867138,0.862182,0.842118,0.806751,0.758825,0.703811,0.648138,0.593735,0.532856
0.672434,0.74901,0.807897,0.851057,0.881699,0.901314,0.908648,0.900959,0.87632,0.835587,0.7841,0.73337,0.698061,0.680181,0.652536
0.721446,0.796611,0.85168,0.889319,0.913352,0.925802,0.925848,0.911037,0.879661,0.833425,0.78136,0.744984,0.753056,0.807259,0.845219
0.78184,0.851571,0.896292,0.920503,0.930112,0.928897,0.917113,0.892652,0.853737,0.802565,0.751762,0.733363,0.791166,0.926344,1.03831
0.840366,0.900633,0.930244,0.936177,0.927085,0.909002,0.883496,0.848805,0.802838,0.7475,0.69641,0.685556,0.764712,0.934892,1.08018
0.886419,0.933846,0.945569,0.931237,0.902296,0.866986,0.828137,0.784269,0.732806,0.674426,0.619965,0.599382,0.654475,0.7867,0.900337
0.911739,0.94428,0.937492,0.90351,0.856169,0.805528,0.755431,0.704619,0.649997,0.59059,0.532432,0.494003,0.501487,0.557006,0.604207
0.909635,0.927069,0.903422,0.85277,0.790634,0.728286,0.670263,0.615475,0.56044,0.502796,0.444424,0.393893,0.363914,0.356962,0.349915
0.875067,0.87912,0.84241,0.780109,0.708493,0.639336,0.577506,0.522061,0.469359,0.416234,0.362166,0.310199,0.265627,0.230801,0.199794
0.806092,0.800066,0.755672,0.688124,0.613408,0.543041,0.48186,0.429068,0.381108,0.334546,0.287831,0.241713,0.198469,0.160037,0.12626
